Time,S21_dB,Phase_Deg,S21_Gauss_SavGol,Phase_Gauss_SavGol,Background_dB,Background_Phase,Anomaly,OBJ,Height
8.49033,0.0459243,-1689.13,0.0202791,-1654.65,0.016589,-2297.31,1,NO,1.25
8.50402,0.0321582,-1781.89,0.0207302,-1717.13,0.0166009,-2290.99,1,NO,1.25
8.51934,-0.0149985,-1831.03,0.0205836,-1773.84,0.0166126,-2284.88,1,NO,1.25
8.5338,0.0193272,-1898.12,0.0198757,-1821.01,0.0166224,-2278.91,1,NO,1.25
8.54771,0.0452567,-1966.21,0.018779,-1856.53,0.0166288,-2273,1,NO,1.25
8.5626,-0.000108379,-1998.09,0.0175001,-1880.32,0.0166309,-2267.06,1,NO,1.25
8.57655,-0.00245794,-1966.81,0.0162798,-1893.99,0.0166284,-2261.05,1,NO,1.25
8.59013,0.0171655,-1849.08,0.015359,-1899.99,0.0166221,-2254.92,1,NO,1.25
8.6044,0.0376731,-2028.49,0.0148638,-1900.85,0.0166137,-2248.67,1,NO,1.25
8.61885,0.0389905,-1961.61,0.0147404,-1898.63,0.0166055,-2242.29,1,NO,1.25
8.63347,-0.00910616,-1837.21,0.0148054,-1894.89,0.0165997,-2235.81,1,NO,1.25
8.64745,-0.0160435,-1718.59,0.0148397,-1890.62,0.0165967,-2229.25,1,NO,1.25
8.6617,0.0202814,-1619.97,0.0146613,-1886.25,0.016595,-2222.62,1,NO,1.25
8.67679,0.0484274,-1757.43,0.0141882,-1881.7,0.0165924,-2215.92,1,NO,1.25
8.69066,-0.00732839,-1927.29,0.0134614,-1876.75,0.0165874,-2209.15,1,NO,1.25
8.70469,-0.00375761,-1957.99,0.0126187,-1871.38,0.0165798,-2202.31,1,NO,1.25
8.71868,0.0207948,-2031.52,0.0118627,-1865.48,0.0165703,-2195.42,1,NO,1.25
8.73293,0.0544622,-1916.88,0.0114266,-1858.28,0.0165604,-2188.49,1,NO,1.25
8.74974,0.0085891,-1967.78,0.0114784,-1848.15,0.0165521,-2181.52,1,NO,1.25
8.76591,-0.0134932,-1799.09,0.0120142,-1832.91,0.0165479,-2174.53,1,NO,1.25
8.78174,0.0195218,-1874.39,0.0128595,-1810.46,0.0165499,-2167.51,1,NO,1.25
8.79738,-0.0130965,-1843.92,0.0138022,-1779.49,0.0165593,-2160.44,1,NO,1.25
8.81288,0.0323911,-1689.01,0.0147342,-1740.39,0.0165762,-2153.29,1,NO,1.25
8.82892,-0.0201,-1552.15,0.0156621,-1695.77,0.0166,-2146.06,1,NO,1.25
8.84433,0.0269474,-1663.39,0.0166298,-1649.9,0.0166297,-2138.73,1,NO,1.25
8.86005,0.031017,-1729.27,0.0176755,-1607.19,0.0166641,-2131.34,1,NO,1.25
8.87441,0.0157496,-1621.77,0.0188225,-1570.84,0.0167022,-2123.92,1,NO,1.25
8.88923,0.0527287,-1480.61,0.0200155,-1542.52,0.0167436,-2116.53,1,NO,1.25
8.90351,-0.00313182,-1357.28,0.0210834,-1523.16,0.0167875,-2109.22,1,NO,1.25
8.91836,0.0307079,-1477.11,0.0218478,-1513.7,0.0168326,-2102.03,1,NO,1.25
8.93268,0.0550292,-1496.2,0.0222503,-1515.14,0.0168767,-2095,1,NO,1.25
8.94779,-0.0175149,-1474.39,0.0223306,-1527.94,0.0169178,-2088.16,1,NO,1.25
8.96299,0.0179793,-1473,0.0221428,-1551.5,0.0169546,-2081.52,1,NO,1.25
8.97745,0.0448507,-1584.92,0.021787,-1584.44,0.0169869,-2075.11,1,NO,1.25
8.99206,-0.000917849,-1648.46,0.0214722,-1625.08,0.0170163,-2068.95,1,NO,1.25
9.00657,0.0261841,-1653.85,0.0214187,-1671.45,0.0170455,-2063.07,1,NO,1.25
9.02096,0.0484154,-1651.21,0.0216661,-1720.95,0.0170771,-2057.49,1,NO,1.25
9.03533,-0.0257352,-1738.54,0.0220468,-1770.57,0.0171128,-2052.22,1,NO,1.25
9.05005,0.0166587,-1877.13,0.0223953,-1817.95,0.0171536,-2047.28,1,NO,1.25
9.06474,0.0412947,-1910.87,0.0227267,-1862.49,0.0172005,-2042.66,1,NO,1.25
9.07962,0.0541676,-2079.68,0.0231465,-1905.28,0.0172548,-2038.34,1,NO,1.25
9.09333,0.00555323,-2012.49,0.0236358,-1948.22,0.0173166,-2034.31,1,NO,1.25
9.10851,0.00977448,-2016.38,0.0240366,-1993.03,0.0173847,-2030.54,1,NO,1.25
9.12277,0.0298165,-1999.09,0.0242446,-2040.67,0.0174571,-2027,1,NO,1.25
9.13669,0.0452832,-2096.08,0.0243262,-2091.13,0.0175318,-2023.68,1,NO,1.25
9.15116,0.0514261,-1992.1,0.0243888,-2143.7,0.0176073,-2020.55,1,NO,1.25
9.16538,-0.0224265,-2090.04,0.0243917,-2197.66,0.017682,-2017.59,1,NO,1.25
9.17958,0.00369564,-2122.91,0.0241794,-2252.71,0.0177539,-2014.8,1,NO,1.25
9.19405,0.027063,-2239.98,0.0236999,-2308.81,0.0178215,-2012.17,1,NO,1.25
9.20844,0.0468884,-2390.54,0.0230913,-2365.45,0.017884,-2009.68,1,NO,1.25
9.22283,0.0551795,-2545.85,0.0225101,-2421.35,0.0179414,-2007.35,1,NO,1.25
9.23732,-0.0093969,-2515.77,0.0219962,-2474.53,0.0179942,-2005.15,1,NO,1.25
9.25179,0.000614237,-2687.77,0.0215864,-2522.89,0.0180432,-2003.08,1,NO,1.25
9.26629,0.027302,-2682.04,0.0214249,-2564.55,0.0180901,-2001.11,1,NO,1.25
9.28038,0.0423431,-2521.15,0.0216046,-2598.09,0.0181368,-1999.24,1,NO,1.25
9.29484,0.0539866,-2661.74,0.0219574,-2622.89,0.0181847,-1997.41,1,NO,1.25
9.30941,-0.0219553,-2723.15,0.022162,-2639.62,0.018233,-1995.6,1,NO,1.25
9.32409,0.00314249,-2690.31,0.0221025,-2650.46,0.0182805,-1993.77,1,NO,1.25
9.3387,0.0330091,-2641.74,0.0220141,-2658.7,0.0183261,-1991.93,1,NO,1.25
9.36007,0.053078,-2636.43,0.0221933,-2667.94,0.0183702,-1990.08,1,NO,1.25
9.37372,-0.0126714,-2513.41,0.0226215,-2681.36,0.0184132,-1988.28,1,NO,1.25
9.38778,0.0105246,-2682.54,0.0229882,-2701.11,0.0184547,-1986.57,1,NO,1.25
9.4024,0.0493083,-2727.4,0.0230677,-2728.03,0.0184937,-1985.03,1,NO,1.25
9.41603,0.0540763,-2670.52,0.0229524,-2761.6,0.0185303,-1983.71,1,NO,1.25
9.43041,0.0137423,-2740.58,0.0228576,-2800.44,0.0185656,-1982.67,1,NO,1.25
9.44435,-0.00913111,-2759.43,0.0228084,-2842.89,0.0186009,-1981.98,1,NO,1.25
9.45871,0.0186876,-2923.3,0.0226232,-2887.29,0.0186363,-1981.67,1,NO,1.25
9.47308,0.0323988,-3052.69,0.0221567,-2931.47,0.0186717,-1981.77,1,NO,1.25
9.48685,0.0495647,-2940.62,0.0214428,-2972.42,0.0187069,-1982.27,1,NO,1.25
9.50178,0.0331735,-3108.15,0.0206192,-3006.82,0.0187425,-1983.15,1,NO,1.25
9.51559,-0.0248519,-3069.09,0.0198155,-3032.34,0.0187795,-1984.37,1,NO,1.25
9.52944,0.00579538,-3136.9,0.0191321,-3048.69,0.0188188,-1985.88,1,NO,1.25
9.54441,0.0319117,-3156.62,0.018627,-3057.69,0.018861,-1987.64,1,NO,1.25
9.55818,0.0498133,-3094.49,0.0182748,-3062.4,0.0189064,-1989.59,1,NO,1.25
9.57377,0.00840539,-3039.27,0.0179834,-3066.24,0.0189541,-1991.69,1,NO,1.25
9.58792,-0.011391,-3129.68,0.017699,-3072.49,0.0190032,-1993.92,1,NO,1.25
9.60184,0.0272463,-3099.04,0.0174742,-3084.18,0.0190527,-1996.27,1,NO,1.25
9.61591,0.0437769,-2990.17,0.0174061,-3103.92,0.019102,-1998.74,1,NO,1.25
9.63036,-0.0120002,-3017.81,0.0174997,-3133.93,0.0191506,-2001.35,1,NO,1.25
9.64499,0.0174785,-2944.29,0.0176364,-3175.84,0.0191974,-2004.16,1,NO,1.25
9.65897,0.0361989,-3086.82,0.0177136,-3230.32,0.0192407,-2007.2,1,NO,1.25
9.67301,0.032748,-3227.68,0.017788,-3296.45,0.019279,-2010.54,1,NO,1.25
9.68735,-0.018543,-3390.19,0.0180203,-3371.39,0.0193119,-2014.23,1,NO,1.25
9.70442,0.0129367,-3519.5,0.0184912,-3450.85,0.0193402,-2018.31,1,NO,1.25
9.71868,0.0347184,-3623.47,0.0191105,-3530.26,0.0193646,-2022.81,1,NO,1.25
9.73321,0.0495279,-3588.01,0.019683,-3605.77,0.0193854,-2027.76,1,NO,1.25
9.74808,-0.0252328,-3761.77,0.0200131,-3674.58,0.019402,-2033.16,1,NO,1.25
9.76254,0.0529037,-3793.32,0.0199841,-3734.95,0.0194135,-2039,1,NO,1.25
9.77668,-0.014996,-3888.81,0.0196235,-3786.23,0.0194187,-2045.26,1,NO,1.25
9.79092,0.0211746,-4029.27,0.0191242,-3829.3,0.0194172,-2051.92,1,NO,1.25
9.80499,0.0399964,-3992.44,0.0187255,-3866.69,0.0194101,-2058.97,1,NO,1.25
9.82188,0.051304,-3883.42,0.0185383,-3901.98,0.0193996,-2066.4,1,NO,1.25
9.8362,-0.00691303,-3835.61,0.0185146,-3938.7,0.0193885,-2074.23,1,NO,1.25
9.85063,0.0012483,-3801.82,0.0185953,-3979.08,0.0193787,-2082.48,1,NO,1.25
9.86458,0.0479113,-3837.37,0.0187866,-4023.46,0.0193708,-2091.16,1,NO,1.25
9.87875,0.0145899,-3956.72,0.0190718,-4070.6,0.0193644,-2100.26,1,NO,1.25
9.89289,-0.0176363,-4043.79,0.0193475,-4118.66,0.0193577,-2109.78,1,NO,1.25
9.90778,0.00745506,-4124.34,0.0194857,-4166.14,0.0193493,-2119.67,1,NO,1.25
9.92223,0.0224431,-4272.37,0.0194273,-4212.3,0.0193379,-2129.86,1,NO,1.25
9.93662,0.0412271,-4355.88,0.0192338,-4256.66,0.0193236,-2140.28,1,NO,1.25
9.9508,0.0542351,-4487.61,0.0190833,-4298.41,0.0193075,-2150.87,1,NO,1.25
9.96523,-0.0121155,-4471.13,0.0191828,-4336.29,0.0192917,-2161.55,1,NO,1.25
9.97953,0.0225794,-4535.12,0.0196466,-4369.19,0.0192781,-2172.27,1,NO,1.25
9.99426,0.0448626,-4446.74,0.0204522,-4396.92,0.0192677,-2182.96,1,NO,1.25
10.0091,0.01638,-4436.31,0.0214455,-4420.48,0.0192604,-2193.58,1,NO,1.25
10.0234,-0.0134915,-4338.98,0.0223457,-4441.76,0.0192553,-2204.08,1,NO,1.25
10.0381,0.0302549,-4270.85,0.0228278,-4463.07,0.0192509,-2214.42,1,NO,1.25
10.0548,0.0507402,-4399.81,0.0227146,-4486.56,0.0192459,-2224.59,1,NO,1.25
10.0699,-0.027959,-4371.48,0.0220871,-4513.71,0.0192396,-2234.57,1,NO,1.25
10.0868,0.0159297,-4523.81,0.0211771,-4544.89,0.0192329,-2244.36,1,NO,1.25
10.1006,0.0502464,-4475.54,0.0201678,-4579.13,0.0192275,-2254,1,NO,1.25
10.115,0.0228065,-4645.95,0.0191282,-4614.62,0.0192244,-2263.52,1,NO,1.25
10.1295,0.0498167,-4778.87,0.0180801,-4649.53,0.0192231,-2272.95,1,NO,1.25
10.1458,0.0124648,-4736.32,0.0170311,-4682.49,0.0192213,-2282.36,1,NO,1.25
10.1605,0.0342802,-4851.33,0.0159611,-4712.53,0.0192153,-2291.77,1,NO,1.25
10.1751,-0.00561031,-4861.88,0.0148695,-4738.68,0.0192014,-2301.23,1,NO,1.25
10.1918,-0.0104473,-4771.44,0.0138239,-4759.94,0.0191785,-2310.74,1,NO,1.25
10.2061,0.0153979,-4874.89,0.0128856,-4775.78,0.0191486,-2320.32,1,NO,1.25
10.2203,-0.0105806,-4817.93,0.0120423,-4786.71,0.0191152,-2329.94,1,NO,1.25
10.2345,0.0302918,-4670.26,0.0113282,-4794.46,0.0190809,-2339.61,1,NO,1.25
10.2486,-0.0125552,-4625.28,0.0109595,-4801.21,0.0190471,-2349.32,1,NO,1.25
10.2634,0.0192903,-4635.52,0.0112166,-4808.48,0.019014,-2359.08,1,NO,1.25
10.2778,0.0473567,-4794.21,0.0121792,-4816.46,0.018982,-2368.87,1,NO,1.25
10.2922,-0.00312408,-4912.25,0.0136404,-4824.24,0.0189523,-2378.68,1,NO,1.25
10.3067,-0.00588889,-4848.02,0.0152567,-4830.88,0.0189273,-2388.44,1,NO,1.25
10.3207,0.0317148,-4990.89,0.0167143,-4836.42,0.0189098,-2398.14,1,NO,1.25
10.3349,0.0542342,-4812.82,0.0177919,-4841.94,0.0189019,-2407.73,1,NO,1.25
10.3492,-0.00627669,-4820.85,0.0184095,-4848.72,0.0189039,-2417.22,1,NO,1.25
10.3641,-0.00204281,-4915.74,0.0186865,-4857.28,0.0189141,-2426.61,1,NO,1.25
10.3784,0.0174271,-5060.65,0.0188752,-4867.27,0.0189305,-2435.95,1,NO,1.25
10.393,0.0343778,-4918.07,0.0191517,-4878.37,0.0189515,-2445.27,1,NO,1.25
10.4076,0.0543222,-4857.81,0.0194745,-4891.15,0.0189753,-2454.62,1,NO,1.25
10.4218,-0.0207718,-4696.87,0.0196653,-4906.81,0.0189993,-2464.07,1,NO,1.25
10.4374,0.0107083,-4709.85,0.0196119,-4925.98,0.0190207,-2473.68,1,NO,1.25
10.4518,0.0330417,-4782.31,0.0193921,-4947.65,0.0190377,-2483.49,1,NO,1.25
10.4674,0.0483069,-4961.76,0.0192139,-4969.38,0.0190505,-2493.54,1,NO,1.25
10.4819,-0.020845,-5095.14,0.0192452,-4988.36,0.0190613,-2503.84,1,NO,1.25
10.4959,0.00781993,-5096.7,0.0195197,-5002.7,0.019072,-2514.39,1,NO,1.25
10.5104,0.0463721,-5090.21,0.0199837,-5011.61,0.0190825,-2525.19,1,NO,1.25
10.5244,0.0564789,-5058.41,0.0205835,-5014.67,0.0190909,-2536.23,1,NO,1.25
10.5386,0.00370594,-5194.61,0.0212774,-5011.11,0.0190951,-2547.49,1,NO,1.25
10.5533,-0.0145062,-5149.93,0.022027,-5000,0.0190949,-2558.94,1,NO,1.25
10.5698,0.0126673,-5066.87,0.0228353,-4981.18,0.0190922,-2570.53,1,NO,1.25
10.5842,0.0290963,-4945.27,0.023761,-4955.8,0.0190906,-2582.2,1,NO,1.25
10.5988,0.0456037,-4854.33,0.0248027,-4926.11,0.0190933,-2593.92,1,NO,1.25
10.6135,0.0218834,-4712.37,0.0257621,-4894.64,0.0191024,-2605.64,1,NO,1.25
10.628,0.0210134,-4802.07,0.0263261,-4863.59,0.0191172,-2617.37,1,NO,1.25
10.6431,0.0377886,-4802.94,0.0263547,-4834.7,0.0191357,-2629.12,1,NO,1.25
10.6571,0.0535332,-4754.35,0.0260187,-4809.66,0.0191569,-2640.9,1,NO,1.25
10.6719,-0.00386764,-4700.28,0.0255592,-4790.53,0.0191814,-2652.77,1,NO,1.25
10.6862,0.0140992,-4732.7,0.0249729,-4779.48,0.0192094,-2664.77,1,NO,1.25
10.7007,0.0272703,-4866.18,0.0240521,-4777.91,0.0192396,-2676.96,1,NO,1.25
10.7145,0.0420677,-4933.26,0.0227314,-4785.66,0.0192698,-2689.39,1,NO,1.25
10.7289,0.0540455,-4922.58,0.0212838,-4801.2,0.0192992,-2702.08,1,NO,1.25
10.7434,0.00866979,-4779.53,0.0201135,-4822.44,0.0193294,-2715.04,1,NO,1.25
10.7581,-0.0169733,-4670.1,0.0194133,-4847.61,0.0193622,-2728.28,1,NO,1.25
10.7733,0.000607364,-4850.08,0.0190774,-4875.44,0.0193972,-2741.8,1,NO,1.25
10.7881,0.0120976,-4738.55,0.018911,-4904.82,0.0194317,-2755.6,1,NO,1.25
10.8026,0.0372299,-4883.73,0.0188477,-4934.35,0.0194632,-2769.68,1,NO,1.25
10.8172,0.0528909,-5056.25,0.0189652,-4962.48,0.0194914,-2784.05,1,NO,1.25
10.8319,-0.00999217,-5020.86,0.0193593,-4988.13,0.0195179,-2798.68,1,NO,1.25
10.8461,0.00447204,-5089.97,0.0200366,-5011.13,0.0195447,-2813.54,1,NO,1.25
10.8605,0.0260599,-5012.96,0.0208802,-5031.89,0.0195721,-2828.59,1,NO,1.25
10.8751,0.0411433,-5159.07,0.0216672,-5050.57,0.0195984,-2843.8,1,NO,1.25
10.8903,0.053458,-5159.94,0.0221468,-5066.74,0.019621,-2859.12,1,NO,1.25
10.9041,0.00171824,-5064.82,0.0221918,-5079.59,0.0196381,-2874.53,1,NO,1.25
10.9186,-0.00566706,-5192.84,0.0219411,-5088.51,0.0196497,-2890.01,1,NO,1.25
10.9328,0.0167213,-5018.32,0.0217729,-5093.29,0.0196581,-2905.53,1,NO,1.25
10.9473,0.0413793,-5096.55,0.0220834,-5094.38,0.0196668,-2921.08,1,NO,1.25
10.9614,0.0528423,-4952.62,0.0230541,-5092.94,0.0196789,-2936.67,1,NO,1.25
10.9757,0.0221971,-5006.96,0.0246374,-5090.85,0.0196967,-2952.29,1,NO,1.25
10.9897,-0.00887306,-5052.78,0.0267286,-5090.36,0.0197218,-2967.94,1,NO,1.25
11.0039,0.0118281,-5157.6,0.0292658,-5093.63,0.0197565,-2983.62,1,NO,1.25
11.0179,0.023205,-5087.33,0.032093,-5102.05,0.0198032,-2999.31,1,NO,1.25
11.0322,0.0334542,-5224.7,0.0347709,-5115.58,0.0198624,-3015.02,1,NO,1.25
11.0461,0.0405917,-5227.8,0.0366578,-5132.71,0.0199307,-3030.72,1,NO,1.25
11.0605,0.0466661,-5093.8,0.0372745,-5151.01,0.0200024,-3046.41,1,NO,1.25
11.0748,0.0546535,-5018.37,0.0366209,-5167.55,0.0200729,-3062.06,1,NO,1.25
11.089,0.0468721,-5138.97,0.0351128,-5179.04,0.020141,-3077.62,1,NO,1.25
11.1034,0.0449191,-5069.24,0.0331904,-5182.33,0.0202072,-3093.02,1,NO,1.25
11.1188,0.0435931,-5247.98,0.0309863,-5175.5,0.0202707,-3108.21,1,NO,1.25
11.1326,0.0436153,-5274.21,0.0283746,-5158.86,0.0203274,-3123.11,1,NO,1.25
11.1469,0.0485248,-5349.41,0.0252805,-5134.9,0.0203715,-3137.67,1,NO,1.25
11.1612,-0.00621392,-5254.34,0.0218609,-5107.02,0.020399,-3151.88,1,NO,1.25
11.1757,-0.0134519,-5096.29,0.0184126,-5078.11,0.0204092,-3165.75,1,NO,1.25
11.1904,-0.0144907,-4979.57,0.0152262,-5050,0.0204044,-3179.33,1,NO,1.25
11.2048,-0.00867179,-5136.08,0.0125846,-5023.82,0.0203883,-3192.68,1,NO,1.25
11.2218,0.0132567,-4973.07,0.0108023,-5000.76,0.0203652,-3205.86,1,NO,1.25
11.2358,0.0287358,-4807.49,0.0101315,-4982.35,0.0203392,-3218.98,1,NO,1.25
11.25,0.0468678,-4722.53,0.0105838,-4970.25,0.0203141,-3232.11,1,NO,1.25
11.2658,-0.0128435,-4795.49,0.0118758,-4965.91,0.0202925,-3245.33,1,NO,1.25
11.2801,0.0135767,-4920.1,0.0135754,-4970.18,0.020275,-3258.71,1,NO,1.25
11.2945,0.0239051,-5025.63,0.0152945,-4982.61,0.0202612,-3272.29,1,NO,1.25
11.3088,0.036453,-5070.61,0.0167584,-5001.01,0.020251,-3286.1,1,NO,1.25
11.3232,-0.00812563,-5012.18,0.0177567,-5022.07,0.0202441,-3300.11,1,NO,1.25
11.3372,0.00136085,-5076.42,0.0181234,-5042.92,0.0202401,-3314.28,1,NO,1.25
11.3516,0.0252332,-5138.29,0.0178259,-5061.89,0.0202379,-3328.55,1,NO,1.25
11.3654,0.0429408,-5313.93,0.0170715,-5077.95,0.0202366,-3342.85,1,NO,1.25
11.3799,0.0467038,-5175.04,0.0162719,-5089.94,0.0202349,-3357.07,1,NO,1.25
11.3942,-0.00205914,-5005.84,0.0158591,-5096.78,0.0202321,-3371.15,1,NO,1.25
11.4099,-0.0187746,-5043.99,0.0161149,-5098.29,0.0202281,-3385.01,1,NO,1.25
11.424,0.00825002,-5189.21,0.0171189,-5095.34,0.0202239,-3398.57,1,NO,1.25
11.4385,0.0200182,-5033.62,0.0187488,-5089.11,0.0202217,-3411.82,1,NO,1.25
11.4537,0.0526193,-4872.17,0.0206753,-5080.16,0.0202237,-3424.74,1,NO,1.25
11.4684,0.0289893,-4948.86,0.0224392,-5068.35,0.0202299,-3437.36,1,NO,1.25
11.4831,-0.0192956,-5084.93,0.0236466,-5053.48,0.0202383,-3449.71,1,NO,1.25
11.4972,0.00342508,-5160.62,0.0241282,-5035.85,0.0202463,-3461.86,1,NO,1.25
11.5117,0.0288163,-5110.56,0.0238947,-5016.16,0.0202514,-3473.88,1,NO,1.25
11.526,0.0408568,-5004.34,0.0229697,-4994.9,0.0202515,-3485.84,1,NO,1.25
11.5403,0.048048,-5079.08,0.0213469,-4972.02,0.0202438,-3497.8,1,NO,1.25
11.5539,0.0500422,-5011.78,0.0191469,-4947.12,0.0202251,-3509.82,1,NO,1.25
11.5681,0.0389956,-4905.73,0.0167612,-4919.56,0.020194,-3521.94,1,NO,1.25
11.5823,0.0193915,-4879.19,0.0147333,-4888.52,0.0201528,-3534.16,1,NO,1.25
11.5963,-0.00525092,-4829.83,0.0134353,-4853.53,0.0201067,-3546.5,1,NO,1.25
11.6105,-0.0102133,-4711.01,0.0128625,-4815.23,0.0200616,-3558.95,1,NO,1.25
11.6252,-0.0127876,-4673.24,0.0127807,-4775.56,0.0200205,-3571.49,1,NO,1.25
11.6389,-0.0102107,-4761.98,0.0130814,-4736.7,0.0199843,-3584.11,1,NO,1.25
11.6554,-0.00252842,-4675.6,0.0139791,-4699.67,0.0199531,-3596.8,1,NO,1.25
11.6696,0.00888438,-4715.61,0.0158587,-4664.18,0.0199281,-3609.53,1,NO,1.25
11.6837,0.0155798,-4731.3,0.0189235,-4629.62,0.0199121,-3622.26,1,NO,1.25
11.6976,0.0423781,-4619.53,0.0229328,-4596.07,0.0199085,-3634.97,1,NO,1.25
11.7114,0.0454704,-4510.5,0.0272067,-4564.28,0.019919,-3647.65,1,NO,1.25
11.7258,0.0539388,-4572.29,0.0308807,-4534.96,0.0199425,-3660.28,1,NO,1.25
11.7399,0.0388459,-4464,0.0332607,-4508.22,0.0199748,-3672.86,1,NO,1.25
11.7544,0.0246523,-4450.9,0.0340803,-4483.56,0.0200112,-3685.39,1,NO,1.25
11.769,0.0388092,-4548.18,0.0335323,-4460.45,0.0200482,-3697.89,1,NO,1.25
11.7832,0.0416804,-4434.34,0.0320877,-4439.03,0.020084,-3710.37,1,NO,1.25
11.798,0.0397792,-4300.13,0.0302259,-4420.16,0.0201182,-3722.85,1,NO,1.25
11.8127,0.0462354,-4222.52,0.0282552,-4404.64,0.0201501,-3735.34,1,NO,1.25
11.8273,0.0269474,-4402.06,0.0263225,-4392.28,0.0201789,-3747.86,1,NO,1.25
11.8419,0.00562793,-4446.77,0.0245467,-4381.54,0.0202037,-3760.4,1,NO,1.25
11.8576,-0.0154823,-4414.82,0.0231161,-4370.2,0.0202247,-3772.94,1,NO,1.25
11.8711,-0.00480556,-4444.71,0.0222696,-4356.42,0.0202437,-3785.46,1,NO,1.25
11.8851,0.0141155,-4397.36,0.0222176,-4339.36,0.020264,-3797.89,1,NO,1.25
11.9008,0.028615,-4282.58,0.0230614,-4318.87,0.0202888,-3810.2,1,NO,1.25
11.9149,0.0501336,-4234.13,0.0247154,-4294.62,0.0203206,-3822.3,1,NO,1.25
11.9298,0.0510759,-4309.26,0.0268646,-4265.46,0.0203603,-3834.14,1,NO,1.25
11.9441,0.052153,-4358.13,0.0290166,-4229.83,0.0204069,-3845.62,1,NO,1.25
11.9588,0.0017191,-4195.99,0.0306403,-4186.87,0.0204574,-3856.7,1,NO,1.25
11.973,0.0128149,-4175.84,0.0313172,-4137.41,0.0205069,-3867.31,1,NO,1.25
11.9874,0.0284069,-3997.14,0.0308553,-4083.82,0.020551,-3877.43,1,NO,1.25
12.0017,0.0362493,-4033.35,0.0293668,-4028.95,0.0205869,-3887.06,1,NO,1.25
12.0162,0.0417419,-3907.64,0.0272681,-3975.06,0.0206148,-3896.23,1,NO,1.25
12.0308,0.0503489,-4050.28,0.025146,-3923.43,0.0206368,-3904.99,1,NO,1.25
12.0445,0.056653,-3871.56,0.02351,-3874.7,0.0206565,-3913.4,1,NO,1.25
12.0586,0.0148498,-3846.42,0.0225578,-3829.55,0.0206775,-3921.52,1,NO,1.25
12.073,-0.0198967,-3709.26,0.0220909,-3789.3,0.0207018,-3929.42,1,NO,1.25
12.0872,-0.00823658,-3718.8,0.0216392,-3755.81,0.0207279,-3937.15,1,NO,1.25
12.1018,-0.00337164,-3571.2,0.020744,-3730.47,0.0207524,-3944.78,1,NO,1.25
12.116,0.0149433,-3713.82,0.0192337,-3713.39,0.0207711,-3952.34,1,NO,1.25
12.1301,0.0277534,-3712.64,0.0173178,-3703.24,0.0207816,-3959.87,1,NO,1.25
12.1437,0.0378083,-3613.37,0.0154533,-3697.78,0.0207842,-3967.4,1,NO,1.25
12.1577,0.0491768,-3781.39,0.0141133,-3694.33,0.0207819,-3974.94,1,NO,1.25
12.1725,0.0346645,-3674.53,0.0136001,-3689.97,0.0207794,-3982.47,1,NO,1.25
12.1864,0.0178258,-3648.06,0.0139567,-3681.74,0.0207815,-3989.99,1,NO,1.25
12.2005,0.0126424,-3639.94,0.0149679,-3667.16,0.0207913,-3997.47,1,NO,1.25
12.2147,-0.018933,-3684.88,0.0162438,-3644.85,0.0208095,-4004.89,1,NO,1.25
12.2295,-0.00353239,-3828.1,0.0173714,-3615,0.0208343,-4012.21,1,NO,1.25
12.2433,0.00226374,-3703.64,0.0180784,-3579.56,0.0208618,-4019.42,1,NO,1.25
12.2578,0.0133194,-3697.37,0.0183467,-3542.19,0.0208882,-4026.54,1,NO,1.25
12.2721,0.0174725,-3519.42,0.0184217,-3507.53,0.0209114,-4033.62,1,NO,1.25
12.2864,0.0239788,-3464.11,0.0187039,-3480,0.0209318,-4040.7,1,NO,1.25
12.3004,0.0255861,-3371.6,0.0195566,-3462.53,0.0209519,-4047.88,1,NO,1.25
12.3148,0.035089,-3225.86,0.0211019,-3456.13,0.0209746,-4055.21,1,NO,1.25
12.3293,0.0445087,-3201.4,0.0231,-3460.31,0.0210015,-4062.75,1,NO,1.25
12.3437,0.0460337,-3355.9,0.0250071,-3474.06,0.0210321,-4070.53,1,NO,1.25
12.3581,0.0478045,-3416.71,0.0262225,-3496.45,0.0210629,-4078.56,1,NO,1.25
12.3722,-0.00795792,-3403.43,0.0263781,-3526.31,0.0210894,-4086.82,1,NO,1.25
12.3865,-0.00326763,-3559.11,0.0254742,-3561.47,0.0211077,-4095.32,1,NO,1.25
12.4005,0.00687296,-3731.59,0.023818,-3598.64,0.0211159,-4104,1,NO,1.25
12.4156,0.0195638,-3895.33,0.0218861,-3634.05,0.0211144,-4112.83,1,NO,1.25
12.4298,0.0282742,-3823.15,0.0202093,-3664.19,0.0211056,-4121.73,1,NO,1.25
12.4447,0.04124,-3821.06,0.0192548,-3686.39,0.0210935,-4130.63,1,NO,1.25
12.4587,0.0478361,-3791.46,0.0192593,-3699.15,0.021083,-4139.44,1,NO,1.25
12.473,0.026615,-3646.25,0.0200855,-3702.45,0.0210772,-4148.09,1,NO,1.25
12.487,-0.0124089,-3669.79,0.0212313,-3697.55,0.0210764,-4156.54,1,NO,1.25
12.501,0.00588125,-3698.46,0.0220376,-3686.27,0.021078,-4164.73,1,NO,1.25
12.5154,0.010758,-3575.07,0.0219935,-3670.28,0.0210778,-4172.64,1,NO,1.25
12.5297,0.0182623,-3481.84,0.0209803,-3650.99,0.0210719,-4180.28,1,NO,1.25
